Gene	rank_allele_count	rank_gnomAD_allele_count_iCFadjust	rank_P_rvexcaliber_base_iCFadjust
DARS2	43	29.1325865016982	0.0169136185358419
GSE1	50	35.0624968468198	0.0169556746977735
CORO2A	39	25.795223190374	0.0169571821195702
METTL15	13	5.36227276832922	0.016972973385698
GAD2	23	12.8792915513799	0.0172195793742758
HTATIP2	21	11.32816867016	0.0172401769793754
GOLGA3	83	63.6716462748753	0.0173014625573535
PSKH1	23	12.8877123111611	0.0173242286938164
RAB3GAP2	39	25.898038766935	0.017655790332276
MMRN1	81	61.9974856191119	0.0178483004465805
ILDR2	20	10.6246693101909	0.0178794071001719
CPQ	16	7.62078566936164	0.0179630424496142
APC2	31	19.3574786923504	0.0179884189870793
ASB6	45	31.0258878413736	0.018263107284052
LHPP	16	7.65710477813942	0.0183679323494155
SLC29A2	35	22.3378183938693	0.0183940419770716
CRIM1	31	19.4116848222719	0.0184406638717767
TNKS1BP1	43	29.4330100597764	0.0188735656437071
PRSS36	40	26.9293457611092	0.0190459341276566
GRIK1	36	23.5937034480738	0.0190534066602598
PDP1	13	5.53054466373377	0.0190563620964797
GABRA6	36	23.2566841698034	0.0190878673679903
CLIP1	41	27.4515256614475	0.0190901541022878
SUOX	46	32.0431184574086	0.0194381844242431
SLC2A10	53	38.0390606903324	0.0194939048273166
GALNT13	17	8.5028743163312	0.0195342994240181
LIFR	43	29.5486616309257	0.0197493054009099
HKDC1	97	76.7101256191072	0.0198317614623899
GOLGA5	12	4.90753191536406	0.0202227557904061
GJD2	19	10.0820714550467	0.0202260933069168
C12orf43	16	7.81707415840233	0.0202653178319102
UPB1	41	27.9471463048306	0.0204132364075773
SSFA2	24	14.0003072400015	0.0204439234637795
LRRC17	21	11.6526542248968	0.0205052946846809
PIGC	14	6.36877528455309	0.0205766101018895
QSER1	22	12.4484421887634	0.0206588192328973
DKK1	14	6.38514793207847	0.0208014313841438
KRT222	20	10.91092567503	0.0209054435833058
NR6A1	33	21.3521371571794	0.0210021241814937
SCARB2	37	24.6768906809502	0.0210639841035609
ZNF383	14	6.40720462135894	0.0211052836456908
SNX32	14	6.410421317608	0.021143342766509
SLC25A23	39	26.3674481855565	0.0211885253639991
SDCCAG3	25	14.8728264701906	0.0212028875294397
EFHC1	57	41.7557852042576	0.0212144432650586
CD300LF	18	9.41031600009623	0.0212932700084995
ACTR8	29	18.1297843769574	0.0215016455937136
AFF1	66	49.4342933728266	0.0217249007117317
BEST3	53	38.408151304531	0.0220138440650243
CHEK2	77	59.4936848943786	0.0222868628368954
GLT8D1	17	6.96771038604035	0.0223014643459833
SIGLEC1	42	29.0368640664972	0.0223494140234409
ATL3	21	11.834270302606	0.0225339981353139
ADAMTS2	62	46.3387536857203	0.0227641698960263
ZFYVE1	26	15.8278043748906	0.0227974929035277
SCN3A	70	52.9309268381626	0.0230028522792107
ACCS	31	19.9223288836479	0.0230437399591097
VGLL2	8	2.36403006995738	0.0230769089310994
MED26	19	10.3444545768436	0.0233554761551226
GUSB	49	35.1470085531914	0.0234306731732852
KNG1	22	12.7029103310245	0.023526191331313
LIMD1	34	22.145267929353	0.0237341527137229
MORN1	26	15.9279647740586	0.0238303816760319
FGR	25	15.1191024661811	0.0238475771270169
ARMC8	18	9.61931048439975	0.0239538812054255
IMMT	13	5.87541405483757	0.0239543646499453
COA4	7	1.76895967557966	0.0239587223296699
LRRN3	21	11.9507779022054	0.0239676623534837
ALMS1	25	14.7834808577999	0.024424507962601
NEUROD1	21	12.0016295056278	0.0246061025290331
SCN4B	27	16.8087118314293	0.0246656832877289
DMGDH	56	41.1022348936181	0.0246784086092022
OR1K1	12	5.2166390803163	0.0249871741411311
TMC3	55	40.2828958119469	0.0251162349235838
SLC12A7	83	65.3036300679625	0.0251868556243658
LINGO2	27	16.8630013047882	0.0252880262698928
ATP2C1	32	20.9758548638815	0.0253295111760113
SIGIRR	15	7.44697607190143	0.0254128622591431
SLC7A10	31	20.1695288310406	0.0255900813280385
PPM1B	9	3.15851335704097	0.025685269436354
KANSL3	13	5.98377951519595	0.0257257188220767
SLC7A4	39	26.8783716896617	0.0257267271874639
KRTAP122	7	1.85685737954332	0.025889530532482
C11orf94	7	1.86044392404619	0.0259725212013666
ZNF551	9	3.17448227528957	0.0260014090722706
LAMA2	161	136.402553169218	0.0260785196289627
FGF18	7	1.86566972122198	0.0260945116504578
ACADS	43	30.3250600431709	0.0261813769522602
PRRC2A	18	9.80842772427268	0.0265576600148589
UNC79	37	25.299814682194	0.0268192528694473
SMPDL3A	26	16.185928403933	0.0268949436845658
CLU	17	9.06492774331166	0.0269809064578416
CTCFL	19	10.6181138000717	0.0270522429565768
TRIOBP	61	46.0654902343204	0.0272806891381696
CLUH	44	31.019685192212	0.0273644425525631
SIPA1	24	14.6253844696077	0.0275915111607589
TNK2	49	35.6374255712048	0.027690444756364
CYP17A1	31	20.3623253400187	0.0277102974178977
RHOBTB3	14	6.84393078554	0.0277687335528839
NID1	72	55.8519053128696	0.027798409087097
HADH	21	12.250017587528	0.027879674319671
CYYR1	7	1.94955151952286	0.028072424871691
ACAD8	45	32.2446012410543	0.0281548295824757
ASPH	30	19.5759164269345	0.0281988448688966
VWA2	61	45.9395504481706	0.0282247904425462
LRGUK	16	8.38513291189937	0.0282776196677852
ZFAT	16	8.39286337282735	0.0284204127702772
HOXB4	12	5.41187053966301	0.0284806865103481
CFAP45	34	22.9366751575033	0.0285279147579762
CDCA4	16	8.4032034260255	0.0285923731842345
TP73	35	23.7920052801969	0.0286991373165869
IFT46	14	6.40847040300029	0.028733933725647
MPZL2	29	18.4554274925414	0.0288265036071614
CC2D2A	19	10.7407308502238	0.0288601769312181
GADD45GIP1	10	4.01433057193201	0.0290843919788757
EMP1	16	8.4381491311106	0.029176106894471
SPATA20	51	37.5664918423385	0.0293890211670199
MAST2	77	60.3089073827648	0.0294116185375992
BICC1	13	6.20098539110354	0.0295306763338852
PXDNL	10	4.0383609317287	0.0295866097183032
CASQ2	39	27.2648779925923	0.029660085835074
OSBPL11	16	8.46603311592773	0.0296667947807581
COG7	26	16.4110366034739	0.0297052890297366
SLC50A1	8	2.6728015083408	0.0297418420861738
HGS	43	30.7049617939522	0.0299126660624038
RRM2B	19	10.811410056398	0.0299568881859178
COL5A2	96	77.169968895857	0.0300550272125593
CHTF18	18	10.0380676189954	0.0300721059104779
NME8	26	16.4421674116862	0.0301399441294593
ADSL	42	29.8740431296436	0.0302430010139583
IL22RA2	22	12.8190142780021	0.0302493024264531
TRMT11	16	8.05847769322146	0.0304522043858668
HTR4	25	15.6529783569778	0.0305043521710563
PSMB10	10	4.0886987640712	0.0306906353761368
HIBCH	25	15.2999008052473	0.0307118751123917
RPH3A	38	26.5230355889571	0.0308975450059157
PPP4R1	17	9.31197699257275	0.0309248553559069
AZIN2	23	14.079930311676	0.0311711938463649
KBTBD2	19	10.8963337430232	0.0312938838530958
KLK15	19	10.9097121557131	0.0314675771297155
FYB	15	7.81078911930129	0.0315230052636546
TRIM2	17	9.34823136817288	0.0315576387473546
SEMA4A	31	20.6935617488777	0.0317255140603251
GTF3C2	24	14.9258825360194	0.0317500098770849
RSAD1	15	7.8232228197741	0.0317722641896589
PRMT7	28	18.2053111952192	0.0317737945622342
MANF	9	3.44000124989373	0.0318250640048183
EP400	135	113.585239195445	0.0319825493482699
SPTLC1	43	30.9146322387747	0.0321258410243462
IMPG2	28	18.2372280228036	0.0321669284109531
OS9	25	15.7741626447317	0.0322648901797392
SLC16A3	13	6.3501898950416	0.0324383279122851
EFHB	24	14.9809715315272	0.0325005545322751
ETHE1	15	7.86326236725771	0.0325413894519246
EEF2KMT	16	8.63395088654865	0.0325777357972041
ACMSD	17	9.40752817942713	0.0325865842647259
GSG1	21	12.5726555784726	0.0327342684219422
SLC4A9	55	41.1602291197623	0.0327889359120018
CFAP43	23	13.8177998037543	0.0328668587800623
TTN	1474	1401.854308239	0.0336675444570705
CD27	24	15.057316075325	0.0337304582946579
WWC1	40	28.4785047879373	0.0337827253098286
CTIF	19	11.049335900921	0.0338619070006899
GPSM1	26	16.7092235313461	0.0339211465585165
MIOS	22	13.4531899185822	0.0339801391742229
CLPTM1L	36	25.0951255166575	0.0341060981902698
HAUS5	13	6.435602019874	0.0341829976794853
PTX3	12	5.70333532105912	0.0344312534282306
ANKRD26	46	33.7154693874569	0.0344858280521999
NKIRAS2	17	9.51730664533043	0.0346125079888641
RABGGTB	12	5.71671821152342	0.0347029802131779
KIAA0753	27	17.2543064871116	0.0348548727677586
PCSK5	57	43.3912037562631	0.0349386483439579
PLCB3	23	14.3329309543432	0.0351102996711385
CBARP	8	2.88390963303284	0.0351587428746755
TERT	30	20.1128688750423	0.0351639486800481
TMEM165	9	3.57654859021534	0.0352298612691792
CADPS	36	25.1833411763835	0.0352757215785993
CDIPT	6	1.57335305828005	0.0353139780698823
TGFBR3	17	9.56034990135832	0.0354098175127536
STK38	11	5.01470928445815	0.0354351244648501
NR1I2	47	34.6739850946478	0.0354904507755942
EXOG	18	10.3507754995726	0.0354977486385013
RGS22	41	29.4842681428317	0.0355104896054667
CCRL2	22	13.5489902777974	0.0355193746532519
UGGT1	33	22.3622701678064	0.035711003649089
LRRC15	26	16.8302169791958	0.0357662991787744
LRRFIP1	31	21.0132802502432	0.0360527368581837
MRPL2	25	16.0324084437368	0.0361777121344774
PFDN5	14	6.38382754595191	0.0361890503020567
SYF2	12	5.78270069527719	0.0362146841608727
KIAA0141	21	12.7827328913395	0.0362367542137502
TGM7	38	26.9691870831879	0.0362809862645472
NAV1	50	37.3571013361323	0.0362845891028024
MCM3	35	24.4101141175578	0.0363287774385309
FEZ1	9	3.62539106708542	0.0364980804095226
PDGFA	9	3.62507974443123	0.0365073211819723
ENPEP	59	45.3017518722286	0.0365425558650601
CHST3	8	2.94097041749614	0.0367528566594857
DSC3	47	34.7916225094897	0.0369235824691192
OR1B1	10	4.35405878028963	0.0369825723902977
IPO11	19	11.2277041301856	0.0370754225931926
TMTC2	46	33.9420769880711	0.0371182369172649
SAMM50	13	6.57314009485013	0.0371800031307558
SUSD5	12	5.82719243843	0.0372499394051605
KIAA1324	36	25.3312551029512	0.0372632792340274
SPON2	16	8.89142771793027	0.0375790413780801
SLC38A10	30	20.2962090813979	0.0378440316459475
FAM46C	15	8.129558386825	0.0378830424993886
ARHGAP32	38	27.0883618180013	0.0379055406163553
ZFYVE26	60	46.1038620966586	0.0380231299834706
PYGM	103	84.8171541469915	0.0381322859549019
DSPP	36	25.4003518875206	0.0381755693941107
PLOD2	46	34.0331931178581	0.0382514885413181
GUCA1C	11	5.13256286677566	0.038306269187262
HAUS2	7	2.31841107241015	0.0383290376236619
THAP2	17	9.71041726229847	0.0383324024158002
NR0B2	10	4.40776313043641	0.0383726782706565
RANBP17	34	23.7127396117423	0.0384175267222937
BDKRB1	30	20.3469102594857	0.0386146168384288
GRXCR1	18	10.519087143034	0.0387219622276377
GAPDHS	24	15.3706189734545	0.0387761372779288
RNF6	12	5.40261947814987	0.0388118896642684
TBX15	34	23.7408852794755	0.0388282534556642
CCT5	22	13.7432192994704	0.0388830103981379
KIF12	25	16.212281433481	0.0391090470676236
MRPL1	9	3.72362647192613	0.0392087251361211
COPE	15	8.20452586306249	0.0394717559160984
CAPN7	24	15.4169744404953	0.0395704081853914
STK35	8	3.0387682598309	0.0396197909013553
HPS3	43	31.5367365400227	0.0396684879835589
ERLEC1	23	14.2429211352422	0.0396756066706362
COX14	11	5.18898154401156	0.0397349689261879
GJA5	32	22.1101914201594	0.039810096243253
FUZ	11	5.19325620237084	0.0398720867950897
SP2	12	4.99909269224112	0.0399375025463249
INCENP	11	5.19741606811433	0.0399612276216429
COPB1	19	11.3834110978093	0.0400312881906182
FAM13C	25	16.2680267417218	0.0400351438328052
HEPHL1	84	67.8907804146604	0.0401299910209322
JAK1	15	8.23347303568666	0.0401567538683931
EPG5	37	26.3951753510883	0.0401787525580407
ODF3L2	10	4.48154198449669	0.0403681401293048
CHTOP	15	8.24988340532726	0.040488285198673
TRIM6	18	10.6097034539089	0.0405199396983794
TRPV2	47	35.0895154269094	0.0405417322220069
SHC1	15	8.25497920907858	0.0406158595857762
WTIP	17	9.8281422876786	0.0407718425633353
NR2C2	19	11.4183121659479	0.0407751669946621
NDUFB8	8	3.08016785682285	0.0408783621822135
ZNF623	14	7.49859577333297	0.0409847258259635
SOGA3	7	2.40276274737898	0.0410637349586784
TRPV6	37	26.4630873734187	0.0411658459691242
PDE11A	57	43.9625585798154	0.0413298316858174
LPXN	33	23.0610269097736	0.0413662114609734
CFTR	238	211.824619233043	0.0413830579289458
TCEA3	14	7.52290674397037	0.0415284731769333
EPN1	14	7.52416174865647	0.0415651771540172
FAAH	20	12.2644834273314	0.0415888882775739
KIF7	81	65.5138485352038	0.0416327886358957
ARF4	6	1.7644390330437	0.0418186691131671
ADAMTSL4	63	49.3515891264755	0.0418884811087291
RANBP3	10	4.53748532807743	0.0418982548739083
CCDC68	6	1.76851690406163	0.0419767292067469
EXO1	35	24.8125305938543	0.0420888188862449
FRY	36	25.6701214316787	0.0421364471374592
SLC12A9	50	37.6103153916642	0.0422320530096778
EML2	40	29.1304490101641	0.042335566998536
NDRG4	21	13.1159030211641	0.0423873470533107
NUMA1	54	41.3963428889878	0.0424542159630886
OR5L2	10	4.55832812573437	0.0425158332349432
ASB2	52	39.3966587588047	0.0425578630453299
TPM3	17	9.1257255800955	0.042659937015193
ZNF609	36	25.7077396509833	0.0426648231990109
ASB7	7	2.45008439450432	0.0426675408952533
EMC1	33	23.1510228618569	0.0428194556449899
TCTEX1D1	7	2.45473622860118	0.042822909859468
ABCB8	76	61.1390554003396	0.0430118460542906
GARS	43	31.7859137812258	0.0430494638086524
DBF4B	12	6.07003968419833	0.043312573294356
HEATR1	68	53.9534565208621	0.0433420659689802
DMRT3	18	10.7484150829777	0.0434688121916317
ARHGAP33	29	19.8060968877777	0.0435076086301172
TBC1D21	8	1.60360558809776	0.0436293844964666
ICAM5	12	6.08488324707211	0.0436886542874125
CEP76	32	22.3637936697919	0.0437844381448358
DNAI2	46	34.471128647661	0.043907687568697
NTHL1	23	14.8337273615489	0.0440152073224713
SULT1E1	6	1.82510918211872	0.0440845820268569
CTRC	30	20.6862420838472	0.0440924465107723
ZCCHC6	17	9.9805734875228	0.044104178140155
KLK7	24	15.3219454981724	0.0441051624928479
ACTR1B	35	24.9557172949079	0.0442740374133738
CHAF1A	24	15.6746751357501	0.0443324410407137
PQLC3	16	9.20177608141805	0.0443942045502088
CGREF1	20	12.4092942801652	0.0445174976006594
ZNF211	7	2.50423194899022	0.044567482971521
SSTR1	17	10.0039055373751	0.0446118469550502
SGSM3	40	29.2966574401704	0.0446636737902569
GAN	27	18.1907830215028	0.0446776581611257
PPP1R13B	46	34.5426316122747	0.04496479439352
LPAR1	10	4.64587034715208	0.045094671129996
CACNA1S	196	172.339038825343	0.0451349284082577
DLG2	23	14.8945830047783	0.0452293274305837
ASPM	183	159.610003453924	0.0452425020030248
PAMR1	85	69.152088601657	0.0453783767803893
MRPL55	9	3.92952616044123	0.0453787060851114
WDR77	6	1.8602416703898	0.0454379923620349
FKBP10	32	22.4622759141454	0.0454634827436186
STAU1	13	6.91839016525087	0.0456486508712147
PRSS21	9	3.93892211856687	0.0456931365848064
IQSEC1	70	55.7675635595322	0.0458252173588624
SLC30A7	22	14.1097956551279	0.0459585134165577
MBD4	40	29.3775780248402	0.0460143264376525
JAG2	36	25.6583913638346	0.0461677058538897
CRELD2	18	10.8738444112901	0.0462193698428484
GSDMA	6	1.88058026407253	0.0462370298893728
SLX4	108	90.3756735186484	0.0462568291865175
KLK4	20	12.4889356641429	0.0462647475185114
NOSIP	7	2.5519874394322	0.0462757525437839
TMEM50B	7	2.55295497719382	0.0463093391853326
C9orf129	8	3.25768507220403	0.0466872182082221
DDX49	25	16.6340049543025	0.0467281688439448
MCC	54	41.7349771802776	0.0467443753738783
CHRNG	72	57.8736898000683	0.0468147924731585
GLB1	45	33.7985585945544	0.0468412081320964
MIER3	10	4.71288190319601	0.0471263371024871
CAMK1G	21	13.3481946899147	0.0471709284963944
TNXB	37	26.8643354865498	0.0473334331174413
IL16	41	30.0799860897723	0.0473597425229615
B3GAT2	8	3.277838731479	0.0474075960027605
SFPQ	6	1.91078405589654	0.0474411483875615
CLIC3	8	3.28137972013742	0.0475258896092334
NDUFC1	5	1.2721973639226	0.0476917609548987
CMTM7	5	1.27251987650981	0.0477024870724428
PLA2G1B	12	6.23130863863006	0.0477303936002549
C11orf42	8	3.28869364965751	0.0477814689662019
RHOV	8	3.28969579995501	0.0478213318572911
FABP4	5	1.27759261686455	0.0479244137253086
MCM6	17	9.75192020775799	0.0479426986785342
WDR76	29	20.0651387324685	0.0480969518776038
SMC2	25	16.3775062994796	0.0481871075313322
IL17F	11	5.49249868646519	0.0482402704033332
ZNF33B	12	6.25269146211065	0.0483975201295732
NANS	22	14.2346896013324	0.0485616638316083
FAM126B	16	8.22695057756872	0.0486007913335439
TTC23	31	21.7951452270099	0.0486732800371952
SEPT5	15	8.5872322181862	0.0486780995853234
PRPF31	27	18.4086913849841	0.0487313862281631
FBXO15	10	4.76830807000969	0.0489050547318678
USP4	32	22.6631909608401	0.0489602469348586
COQ9	11	5.52411634191852	0.0492259460518343
UNCX	9	4.04722138951226	0.0492669456395963
RRH	37	25.467452433113	0.0492842012732262
IFIT2	32	22.6853748433403	0.0493113244481477
PTBP3	12	6.28604470161639	0.0493481440523175
OR1J4	6	1.95819256954561	0.0493933526359602
S1PR2	17	10.2065095189172	0.0494696985764227
SLC5A12	32	22.1219295975616	0.049490520878316
RNASE6	12	6.2944731901357	0.0496132428194559
BUD13	25	16.7750366240478	0.0496213475397633
PFN4	14	7.84218014615518	0.0496937530995755
NRBP2	6	1.96770395771075	0.0497715023308263
TTC17	17	10.2305179848441	0.0500572228073725
C9orf43	13	7.07902790377876	0.0500618185750576
CLN6	35	25.3024018524634	0.0501056637291231
UBE2C	10	4.80711690612605	0.0501681169743347
PRSS55	63	50.0251393738669	0.0501932987960181
GALK1	14	7.86738464735715	0.0504010515908945
MTMR7	64	50.5528586461095	0.0505650683399765
FIG4	33	23.6099437994662	0.0506158800765716
ADAM20	23	15.1625147865224	0.0507707282273584
MAATS1	24	15.9945224382942	0.0507827619630651
RPGRIP1	47	35.818922546778	0.0508128587679191
SET	7	2.67116403987838	0.0508182029301028
RIMS4	7	1.58317439712509	0.0511614149829527
PLCH1	46	34.9734000141539	0.0512285424736733
FAM160A2	16	9.4780221456801	0.0512874038057231
GCNT1	21	13.5394018933342	0.051462292596664
NLE1	33	23.663358447082	0.0515828549788178
HSPA5	13	7.13168197455284	0.0515977195822653
ZNF480	11	5.60111436625904	0.0516097482329827
SIGMAR1	10	4.85116874101306	0.0516176720173097
PEX5	53	41.1978176611738	0.0516423778162508
FRMPD1	35	25.4005572417896	0.0518371784083286
ATP6V0A4	67	53.76912410139	0.051917093555038
SKIV2L2	16	9.50440219412855	0.0519986047374151
HDAC11	37	27.1579682949883	0.0522676070576001
UGT3A1	12	6.38433940935114	0.052348610101875
MRPL49	13	7.15651107153933	0.0523623775762221
WWC2	20	12.756365231329	0.0523717964029509
TIMP3	13	7.1583035309734	0.0524114579587598
NDUFAF5	32	22.8501052646074	0.0524486089823754
PPARG	19	11.9449916919322	0.0525007157969397
CHD9	67	53.2298682473608	0.0525286289763192
NR2C2AP	10	4.87937446795744	0.0525457544881953
CELSR1	123	104.812236470571	0.0527306376419987
ST7L	14	7.95389160969884	0.0528438202301552
SREK1IP1	5	1.38395617486298	0.0528727510116354
CLIP4	28	19.464360211883	0.0529463240106993
IL5RA	37	27.1999734200451	0.0529959282625122
MX1	55	43.0816438560397	0.0531783182730163
EPHB6	42	31.3331974281772	0.0532818119462874
PLEK	14	7.96985945353769	0.0532950608940151
LAMC3	99	83.0900768914899	0.0533651415365204
COL1A2	78	63.4804260376072	0.0533904812540257
GINS2	8	3.44120383920197	0.0533932241701826
BAMBI	13	7.19206258097555	0.0534090861845486
WNT7B	20	12.7997046390583	0.0534432494350622
FAIM	13	7.19410287248137	0.0534807968286478
ZNF506	9	4.16994957428197	0.0535744920173057
OSCP1	18	11.175360512861	0.053585849644267
SH3TC2	116	98.3751148377097	0.0535886969813616
CTXN3	6	2.05725859696906	0.0536621769861682
TECTA	110	93.1178162557206	0.0536823211457284
KIAA1217	86	71.0161428783623	0.0536982235754038
CACUL1	7	2.74330299942742	0.0537437861667338
CNKSR1	22	14.4755510389493	0.053948511693016
VCAN	141	122.020199528059	0.0540309677250836
GJA9	41	30.7481540858017	0.0540695665686276
DHX36	15	8.78528347956399	0.05407444933164
OR4C46	7	2.76520121847169	0.0546418608172505
IVNS1ABP	27	18.7011779328922	0.0546799980915099
TRIM37	20	12.8564125054011	0.054797094040355
